Fz,sr,sa_deg,Fx,Fy
200,-0.245,-1.5999999999999996,-3.712617094937647,14.226573898783203
200,-0.245,-1.3999999999999986,-3.745799879979648,14.306075147245705
200,-0.245,-1.1999999999999993,-3.77924898663717,14.38557825897562
200,-0.245,-1.0,-3.8129270361133414,14.465082967137088
200,-0.245,-0.7999999999999989,-3.8467927644161217,14.544589005107543
200,-0.245,-0.5999999999999996,-3.880800881356195,14.62409610648127
200,-0.245,-0.3999999999999986,-3.914901951728711,14.703604005072933
200,-0.245,-0.1999999999999993,-3.9490423034798408,14.78311243492112
200,-0.245,0.0,-3.983163967885998,14.862621130291858
200,-0.245,0.20000000000000107,-4.017204656907696,14.942129825682136
200,-0.245,0.40000000000000036,-4.051097782899367,15.021638255823419
200,-0.245,0.6000000000000014,-4.084772525738759,15.101146155685164
200,-0.245,0.8000000000000007,-4.118153952164491,15.180653260478305
200,-0.245,1.0,-4.151163191660819,15.260159305658766
200,-0.245,1.200000000000001,-4.183717672592005,15.339664026930937
200,-0.245,1.4000000000000004,-4.215731421459167,15.419167160251156
200,-0.245,1.6000000000000014,-4.247115427132136,15.498668441831189
200,-0.245,1.8000000000000007,-4.277778070709113,15.578167608141698
200,-0.245,2.0,-4.307625620299902,15.65766439591569
200,-0.245,2.200000000000001,-4.33656278854637,15.737158542151994
200,-0.245,2.4000000000000004,-4.364493349129301,15.81664978411867
200,-0.245,2.6000000000000014,-4.391320806915169,15.896137859356491
200,-0.245,2.8000000000000007,-4.416949114827443,15.975622505682342
200,-0.245,3.0,-4.4412834290460514,16.055103461192655
200,-0.245,3.200000000000001,-4.464230892806625,16.134580464266826
200,-0.245,3.4000000000000004,-4.485701437944847,16.214053253570615
200,-0.245,3.6000000000000014,-4.50560859245902,16.29352156805956
200,-0.245,3.8000000000000007,-4.52387028178255,16.37298514698235
200,-0.245,4.0,-4.540409611189661,16.452443729884237
200,-0.245,4.199999999999999,-4.555155616808614,16.53189705661037
200,-0.245,4.400000000000002,-4.568043973077815,16.6113448673092
200,-0.245,4.600000000000001,-4.57901764512813,16.690786902435818
200,-0.245,4.800000000000001,-4.588027475474918,16.770222902755314
200,-0.245,5.0,-4.59503269551415,16.849652609346116
200,-0.245,5.199999999999999,-4.600001353594177,16.929075763603322
