current,temperature,rpm,torque,efficiency
990,80,4000,170,90.41
990,80,4000,180,88.65
990,80,4100,0,79.0
990,80,4100,10,80.0
990,80,4100,20,82.8
990,80,4100,30,85.3
990,80,4100,40,87.52
990,80,4100,50,89.44
990,80,4100,60,91.08
990,80,4100,70,92.43
990,80,4100,80,93.5
990,80,4100,90,94.29
990,80,4100,100,94.79
990,80,4100,110,95.0
990,80,4100,120,94.93
990,80,4100,130,94.57
990,80,4100,140,93.93
990,80,4100,150,93.01
990,80,4100,160,91.8
990,80,4100,170,90.3
990,80,4100,180,88.52
990,80,4200,0,79.0
990,80,4200,10,80.15
990,80,4200,20,82.93
990,80,4200,30,85.42
990,80,4200,40,87.61
990,80,4200,50,89.52
990,80,4200,60,91.14
990,80,4200,70,92.47
990,80,4200,80,93.52
990,80,4200,90,94.29
990,80,4200,100,94.77
990,80,4200,110,94.96
990,80,4200,120,94.88
990,80,4200,130,94.5
990,80,4200,140,93.84
990,80,4200,150,92.9
990,80,4200,160,91.67
990,80,4200,170,90.16
990,80,4200,180,88.36
990,80,4300,0,79.0
990,80,4300,10,80.33
990,80,4300,20,83.09
990,80,4300,30,85.56
990,80,4300,40,87.73
990,80,4300,50,89.61
990,80,4300,60,91.2
990,80,4300,70,92.52
990,80,4300,80,93.54
990,80,4300,90,94.29
990,80,4300,100,94.74
990,80,4300,110,94.92
990,80,4300,120,94.8
990,80,4300,130,94.41
990,80,4300,140,93.73
990,80,4300,150,92.76
990,80,4300,160,91.51
990,80,4300,170,89.97
990,80,4300,180,88.15
990,80,4400,0,79.0
990,80,4400,10,80.55
990,80,4400,20,83.28
990,80,4400,30,85.72
990,80,4400,40,87.86
990,80,4400,50,89.71
990,80,4400,60,91.28
990,80,4400,70,92.57
990,80,4400,80,93.57
990,80,4400,90,94.28
990,80,4400,100,94.71
990,80,4400,110,94.86
990,80,4400,120,94.72
990,80,4400,130,94.29
990,80,4400,140,93.58
990,80,4400,150,92.59
990,80,4400,160,91.31
990,80,4400,170,89.74
990,80,4400,180,87.89
990,80,4500,0,79.0
990,80,4500,10,80.8
990,80,4500,20,83.5
990,80,4500,30,85.9
990,80,4500,40,88.01
990,80,4500,50,89.83
990,80,4500,60,91.37
990,80,4500,70,92.62
990,80,4500,80,93.59
990,80,4500,90,94.27
990,80,4500,100,94.67
990,80,4500,110,94.78
990,80,4500,120,94.61
990,80,4500,130,94.15
990,80,4500,140,93.41
990,80,4500,150,92.38
990,80,4500,160,91.07
990,80,4500,170,89.47
990,80,4500,180,87.59
990,80,4600,0,79.0
990,80,4600,10,81.08
990,80,4600,20,83.74
990,80,4600,30,86.11
990,80,4600,40,88.18
990,80,4600,50,89.96
990,80,4600,60,91.46
990,80,4600,70,92.68
990,80,4600,80,93.61
990,80,4600,90,94.25
990,80,4600,100,94.61
990,80,4600,110,94.69
990,80,4600,120,94.48
990,80,4600,130,93.99
990,80,4600,140,93.21
990,80,4600,150,92.14
990,80,4600,160,90.79
990,80,4600,170,89.16
990,80,4600,180,87.24
990,80,4700,0,79.0
990,80,4700,10,81.38
990,80,4700,20,84.0
990,80,4700,30,86.33
990,80,4700,40,88.36
990,80,4700,50,90.1
990,80,4700,60,91.56
990,80,4700,70,92.73
990,80,4700,80,93.62
990,80,4700,90,94.23
990,80,4700,100,94.55
990,80,4700,110,94.58
990,80,4700,120,94.33
990,80,4700,130,93.79
990,80,4700,140,92.97
990,80,4700,150,91.87
990,80,4700,160,90.48
990,80,4700,170,88.8
990,80,4700,180,86.84
990,80,4800,0,79.0
990,80,4800,10,81.71
990,80,4800,20,84.29
990,80,4800,30,86.57
990,80,4800,40,88.55
990,80,4800,50,90.25
990,80,4800,60,91.66
990,80,4800,70,92.79
990,80,4800,80,93.63
990,80,4800,90,94.19
990,80,4800,100,94.46
990,80,4800,110,94.45
990,80,4800,120,94.16
990,80,4800,130,93.57
990,80,4800,140,92.71
990,80,4800,150,91.56
990,80,4800,160,90.12
990,80,4800,170,88.4
990,80,4800,180,86.39
990,80,4900,0,79.25
990,80,4900,10,82.07
990,80,4900,20,84.59
990,80,4900,30,86.82
990,80,4900,40,88.75
990,80,4900,50,90.4
990,80,4900,60,91.76
990,80,4900,70,92.84
990,80,4900,80,93.63
990,80,4900,90,94.14
990,80,4900,100,94.36
990,80,4900,110,94.3
990,80,4900,120,93.95
990,80,4900,130,93.32
990,80,4900,140,92.41
990,80,4900,150,91.2
990,80,4900,160,89.72
990,80,4900,170,87.95
990,80,4900,180,85.88
990,80,5000,0,79.68
990,80,5000,10,82.44
990,80,5000,20,84.91
990,80,5000,30,87.08
990,80,5000,40,88.96
990,80,5000,50,90.55
990,80,5000,60,91.86
990,80,5000,70,92.88
990,80,5000,80,93.62
990,80,5000,90,94.08
990,80,5000,100,94.24
990,80,5000,110,94.13
990,80,5000,120,93.72
990,80,5000,130,93.04
990,80,5000,140,92.07
990,80,5000,150,90.81
990,80,5000,160,89.27
990,80,5000,170,87.44
990,80,5000,180,85.32
990,80,5100,0,80.12
990,80,5100,10,82.83
990,80,5100,20,85.24
990,80,5100,30,87.36
990,80,5100,40,89.17
990,80,5100,50,90.71
990,80,5100,60,91.96
990,80,5100,70,92.92
990,80,5100,80,93.6
990,80,5100,90,93.99
990,80,5100,100,94.1
990,80,5100,110,93.92
990,80,5100,120,93.46
990,80,5100,130,92.72
990,80,5100,140,91.69
990,80,5100,150,90.37
990,80,5100,160,88.77
990,80,5100,170,86.88
990,80,5100,180,84.69
990,80,5200,0,80.59
990,80,5200,10,83.24
990,80,5200,20,85.58
990,80,5200,30,87.63
990,80,5200,40,89.39
990,80,5200,50,90.86
990,80,5200,60,92.04
990,80,5200,70,92.94
990,80,5200,80,93.56
990,80,5200,90,93.89
990,80,5200,100,93.93
990,80,5200,110,93.69
990,80,5200,120,93.17
990,80,5200,130,92.36
990,80,5200,140,91.27
990,80,5200,150,89.89
990,80,5200,160,88.22
990,80,5200,170,86.27
990,80,5200,180,83.99
990,80,5300,0,81.08
990,80,5300,10,83.65
990,80,5300,20,85.93
990,80,5300,30,87.91
990,80,5300,40,89.6
990,80,5300,50,91.0
990,80,5300,60,92.12
990,80,5300,70,92.95
990,80,5300,80,93.5
990,80,5300,90,93.76
990,80,5300,100,93.74
990,80,5300,110,93.43
990,80,5300,120,92.84
990,80,5300,130,91.96
990,80,5300,140,90.8
990,80,5300,150,89.35
990,80,5300,160,87.62
990,80,5300,170,85.58
990,80,5300,180,83.22
990,80,5400,0,81.57
990,80,5400,10,84.08
990,80,5400,20,86.28
990,80,5400,30,88.19
990,80,5400,40,89.81
990,80,5400,50,91.14
990,80,5400,60,92.18
990,80,5400,70,92.94
990,80,5400,80,93.42
990,80,5400,90,93.61
990,80,5400,100,93.51
990,80,5400,110,93.13
990,80,5400,120,92.47
990,80,5400,130,91.52
990,80,5400,140,90.28
990,80,5400,150,88.76
990,80,5400,160,86.96
990,80,5400,170,84.83
990,80,5400,180,82.38
990,80,5500,0,82.07
990,80,5500,10,84.5
990,80,5500,20,86.63
990,80,5500,30,88.46
990,80,5500,40,90.0
990,80,5500,50,91.26
990,80,5500,60,92.23
990,80,5500,70,92.91
990,80,5500,80,93.31
990,80,5500,90,93.42
990,80,5500,100,93.25
990,80,5500,110,92.79
990,80,5500,120,92.05
990,80,5500,130,91.03
990,80,5500,140,89.72
990,80,5500,150,88.12
990,80,5500,160,86.22
990,80,5500,170,84.0
990,80,5500,180,81.45
990,80,5600,0,82.58
990,80,5600,10,84.93
990,80,5600,20,86.98
990,80,5600,30,88.73
990,80,5600,40,90.19
990,80,5600,50,91.36
990,80,5600,60,92.25
990,80,5600,70,92.85
990,80,5600,80,93.17
990,80,5600,90,93.2
990,80,5600,100,92.95
990,80,5600,110,92.42
990,80,5600,120,91.6
990,80,5600,130,90.49
990,80,5600,140,89.1
990,80,5600,150,87.42
990,80,5600,160,85.42
990,80,5600,170,83.09
990,80,5600,180,80.43
990,80,5700,0,83.09
990,80,5700,10,85.35
990,80,5700,20,87.32
990,80,5700,30,88.98
990,80,5700,40,90.36
990,80,5700,50,91.45
990,80,5700,60,92.25
990,80,5700,70,92.77
990,80,5700,80,93.0
990,80,5700,90,92.95
990,80,5700,100,92.61
990,80,5700,110,91.99
990,80,5700,120,91.09
990,80,5700,130,89.9
990,80,5700,140,88.42
990,80,5700,150,86.64
990,80,5700,160,84.53
990,80,5700,170,82.08
990,80,5700,180,79.31
990,80,5800,0,83.59
990,80,5800,10,85.77
990,80,5800,20,87.65
990,80,5800,30,89.22
990,80,5800,40,90.51
990,80,5800,50,91.5
990,80,5800,60,92.22
990,80,5800,70,92.65
990,80,5800,80,92.79
990,80,5800,90,92.65
990,80,5800,100,92.23
990,80,5800,110,91.52
990,80,5800,120,90.53
990,80,5800,130,89.25
990,80,5800,140,87.68
990,80,5800,150,85.78
990,80,5800,160,83.54
990,80,5800,170,80.98
990,80,5800,180,79.0
990,80,5900,0,84.09
990,80,5900,10,86.17
990,80,5900,20,87.96
990,80,5900,30,89.44
990,80,5900,40,90.63
990,80,5900,50,91.54
990,80,5900,60,92.16
990,80,5900,70,92.5
990,80,5900,80,92.55
990,80,5900,90,92.32
990,80,5900,100,91.8
990,80,5900,110,90.99
990,80,5900,120,89.91
990,80,5900,130,88.54
990,80,5900,140,86.85
990,80,5900,150,84.82
990,80,5900,160,82.46
990,80,5900,170,79.76
990,80,5900,180,79.0
990,80,6000,0,84.57
990,80,6000,10,86.56
990,80,6000,20,88.25
990,80,6000,30,89.63
990,80,6000,40,90.73
990,80,6000,50,91.54
990,80,6000,60,92.06
990,80,6000,70,92.3
990,80,6000,80,92.26
990,80,6000,90,91.93
990,80,6000,100,91.31
990,80,6000,110,90.41
990,80,6000,120,89.23
990,80,6000,130,87.75
990,80,6000,140,85.93
990,80,6000,150,83.77
990,80,6000,160,81.26
990,80,6000,170,79.0
990,80,6000,180,79.0
990,80,6100,0,85.04
990,80,6100,10,86.93
990,80,6100,20,88.52
990,80,6100,30,89.8
990,80,6100,40,90.79
990,80,6100,50,91.5
990,80,6100,60,91.92
990,80,6100,70,92.06
990,80,6100,80,91.92
990,80,6100,90,91.49
990,80,6100,100,90.77
990,80,6100,110,89.77
990,80,6100,120,88.49
990,80,6100,130,86.87
990,80,6100,140,84.9
990,80,6100,150,82.58
990,80,6100,160,79.92
990,80,6100,170,79.0
990,80,6100,180,79.0
990,80,6200,0,85.49
990,80,6200,10,87.28
990,80,6200,20,88.76
990,80,6200,30,89.93
990,80,6200,40,90.82
990,80,6200,50,91.42
990,80,6200,60,91.74
990,80,6200,70,91.78
990,80,6200,80,91.53
990,80,6200,90,90.99
990,80,6200,100,90.17
990,80,6200,110,89.07
990,80,6200,120,87.65
990,80,6200,130,85.88
990,80,6200,140,83.75
990,80,6200,150,81.26
990,80,6200,160,79.0
990,80,6200,170,79.0
990,80,6200,180,79.0
990,80,6300,0,85.91
990,80,6300,10,87.59
990,80,6300,20,88.96
990,80,6300,30,90.03
990,80,6300,40,90.81
990,80,6300,50,91.3
990,80,6300,60,91.51
990,80,6300,70,91.44
990,80,6300,80,91.08
990,80,6300,90,90.43
990,80,6300,100,89.5
990,80,6300,110,88.28
990,80,6300,120,86.7
990,80,6300,130,84.76
990,80,6300,140,82.44
990,80,6300,150,79.76
990,80,6300,160,79.0
990,80,6300,170,79.0
990,80,6300,180,79.0
990,80,6400,0,86.3
990,80,6400,10,87.88
990,80,6400,20,89.13
990,80,6400,30,90.08
990,80,6400,40,90.75
990,80,6400,50,91.13
990,80,6400,60,91.23
990,80,6400,70,91.04
990,80,6400,80,90.57
990,80,6400,90,89.81
990,80,6400,100,88.77
990,80,6400,110,87.38
990,80,6400,120,85.61
990,80,6400,130,83.47
990,80,6400,140,80.94
990,80,6400,150,79.0
990,80,6400,160,79.0
990,80,6400,170,79.0
990,80,6400,180,79.0
990,80,6500,0,86.66
990,80,6500,10,88.12
990,80,6500,20,89.26
990,80,6500,30,90.09
990,80,6500,40,90.64
990,80,6500,50,90.9
990,80,6500,60,90.88
990,80,6500,70,90.58
990,80,6500,80,89.99
990,80,6500,90,89.11
990,80,6500,100,87.92
990,80,6500,110,86.33
990,80,6500,120,84.34
990,80,6500,130,81.96
990,80,6500,140,79.19
990,80,6500,150,79.0
990,80,6500,160,79.0
990,80,6500,170,79.0
990,80,6500,180,79.0
990,80,6600,0,86.99
990,80,6600,10,88.33
990,80,6600,20,89.33
990,80,6600,30,90.05
990,80,6600,40,90.48
990,80,6600,50,90.62
990,80,6600,60,90.48
990,80,6600,70,90.05
990,80,6600,80,89.34
990,80,6600,90,88.32
990,80,6600,100,86.91
990,80,6600,110,85.08
990,80,6600,120,82.83
990,80,6600,130,80.18
990,80,6600,140,79.0
990,80,6600,150,79.0
990,80,6600,160,79.0
990,80,6600,170,79.0
990,80,6600,180,79.0
990,80,6700,0,87.27
990,80,6700,10,88.48
990,80,6700,20,89.36
990,80,6700,30,89.95
990,80,6700,40,90.25
990,80,6700,50,90.27
990,80,6700,60,90.0
990,80,6700,70,89.45
990,80,6700,80,88.61
990,80,6700,90,87.36
990,80,6700,100,85.67
990,80,6700,110,83.55
990,80,6700,120,80.98
990,80,6700,130,79.0
990,80,6700,140,79.0
990,80,6700,150,79.0
990,80,6700,160,79.0
990,80,6700,170,79.0
990,80,6700,180,79.0
990,80,6800,0,87.5
990,80,6800,10,88.59
990,80,6800,20,89.33
990,80,6800,30,89.79
990,80,6800,40,89.96
990,80,6800,50,89.85
990,80,6800,60,89.45
990,80,6800,70,88.77
990,80,6800,80,87.69
990,80,6800,90,86.14
990,80,6800,100,84.11
990,80,6800,110,81.6
990,80,6800,120,79.0
990,80,6800,130,79.0
990,80,6800,140,79.0
990,80,6800,150,79.0
990,80,6800,160,79.0
990,80,6800,170,79.0
990,80,6800,180,79.0
990,80,6900,0,87.68
990,80,6900,10,88.63
990,80,6900,20,89.24
990,80,6900,30,89.56
990,80,6900,40,89.6
990,80,6900,50,89.35
990,80,6900,60,88.81
990,80,6900,70,87.9
990,80,6900,80,86.46
990,80,6900,90,84.49
990,80,6900,100,81.99
990,80,6900,110,79.0
990,80,6900,120,79.0
990,80,6900,130,79.0
990,80,6900,140,79.0
990,80,6900,150,79.0
990,80,6900,160,79.0
990,80,6900,170,79.0
990,80,6900,180,79.0
990,80,7000,0,87.8
990,80,7000,10,88.61
990,80,7000,20,89.08
990,80,7000,30,89.26
990,80,7000,40,89.15
990,80,7000,50,88.76
990,80,7000,60,88.01
990,80,7000,70,86.65
990,80,7000,80,84.68
990,80,7000,90,82.09
990,80,7000,100,79.0
990,80,7000,110,79.0
990,80,7000,120,79.0
990,80,7000,130,79.0
990,80,7000,140,79.0
990,80,7000,150,79.0
990,80,7000,160,79.0
990,80,7000,170,79.0
990,80,7000,180,79.0
990,80,7100,0,87.85
990,80,7100,10,88.52
990,80,7100,20,88.84
990,80,7100,30,88.87
990,80,7100,40,88.62
990,80,7100,50,88.0
990,80,7100,60,86.67
990,80,7100,70,84.57
990,80,7100,80,81.72
990,80,7100,90,79.0
990,80,7100,100,79.0
990,80,7100,110,79.0
990,80,7100,120,79.0
990,80,7100,130,79.0
990,80,7100,140,79.0
990,80,7100,150,79.0
990,80,7100,160,79.0
990,80,7100,170,79.0
990,80,7100,180,79.0
990,80,7200,0,87.84
990,80,7200,10,88.35
990,80,7200,20,88.51
990,80,7200,30,88.39
990,80,7200,40,87.88
990,80,7200,50,86.43
990,80,7200,60,83.94
990,80,7200,70,80.41
990,80,7200,80,79.0
990,80,7200,90,79.0
990,80,7200,100,79.0
990,80,7200,110,79.0
990,80,7200,120,79.0
990,80,7200,130,79.0
990,80,7200,140,79.0
990,80,7200,150,79.0
990,80,7200,160,79.0
990,80,7200,170,79.0
990,80,7200,180,79.0
990,80,7300,0,87.74
990,80,7300,10,88.09
990,80,7300,20,88.08
990,80,7300,30,87.62
990,80,7300,40,85.59
990,80,7300,50,81.81
990,80,7300,60,79.0
990,80,7300,70,79.0
990,80,7300,80,79.0
990,80,7300,90,79.0
990,80,7300,100,79.0
990,80,7300,110,79.0
990,80,7300,120,79.0
990,80,7300,130,79.0
990,80,7300,140,79.0
990,80,7300,150,79.0
990,80,7300,160,79.0
990,80,7300,170,79.0
990,80,7300,180,79.0
990,80,7400,0,87.55
990,80,7400,10,87.72
990,80,7400,20,86.77
990,80,7400,30,81.38
990,80,7400,40,79.0
990,80,7400,50,79.0
990,80,7400,60,79.0
990,80,7400,70,79.0
990,80,7400,80,79.0
990,80,7400,90,79.0
990,80,7400,100,79.0
990,80,7400,110,79.0
990,80,7400,120,79.0
990,80,7400,130,79.0
990,80,7400,140,79.0
990,80,7400,150,79.0
990,80,7400,160,79.0
990,80,7400,170,79.0
990,80,7400,180,79.0
990,80,7500,0,87.24
990,80,7500,10,79.0
990,80,7500,20,79.0
990,80,7500,30,79.0
990,80,7500,40,79.0
990,80,7500,50,79.0
990,80,7500,60,79.0
990,80,7500,70,79.0
990,80,7500,80,79.0
990,80,7500,90,79.0
990,80,7500,100,79.0
990,80,7500,110,79.0
990,80,7500,120,79.0
990,80,7500,130,79.0
990,80,7500,140,79.0
990,80,7500,150,79.0
990,80,7500,160,79.0
990,80,7500,170,79.0
990,80,7500,180,79.0
990,120,0,0,86.18
990,120,0,10,79.0
990,120,0,20,79.0
990,120,0,30,79.0
990,120,0,40,79.0
990,120,0,50,79.0
990,120,0,60,79.0
990,120,0,70,79.0
990,120,0,80,79.0
990,120,0,90,79.0
990,120,0,100,79.0
990,120,0,110,79.0
990,120,0,120,79.0
990,120,0,130,79.0
990,120,0,140,79.0
990,120,0,150,79.0
990,120,0,160,79.0
990,120,0,170,79.0
990,120,0,180,79.0
990,120,100,0,86.5
990,120,100,10,86.65
990,120,100,20,85.49
990,120,100,30,79.48
990,120,100,40,79.0
990,120,100,50,79.0
990,120,100,60,79.0
990,120,100,70,79.0
990,120,100,80,79.0
990,120,100,90,79.0
990,120,100,100,79.0
990,120,100,110,79.0
990,120,100,120,79.0
990,120,100,130,79.0
990,120,100,140,79.0
990,120,100,150,79.0
990,120,100,160,79.0
990,120,100,170,79.0
990,120,100,180,79.0
990,120,200,0,86.7
990,120,200,10,87.03
990,120,200,20,87.02
990,120,200,30,86.45
990,120,200,40,84.16
990,120,200,50,80.0
990,120,200,60,79.0
990,120,200,70,79.0
990,120,200,80,79.0
990,120,200,90,79.0
990,120,200,100,79.0
990,120,200,110,79.0
990,120,200,120,79.0
990,120,200,130,79.0
990,120,200,140,79.0
990,120,200,150,79.0
990,120,200,160,79.0
990,120,200,170,79.0
990,120,200,180,79.0
990,120,300,0,86.82
990,120,300,10,87.31
990,120,300,20,87.45
990,120,300,30,87.31
990,120,300,40,86.72
990,120,300,50,85.09
990,120,300,60,82.36
990,120,300,70,79.0
990,120,300,80,79.0
990,120,300,90,79.0
990,120,300,100,79.0
990,120,300,110,79.0
990,120,300,120,79.0
990,120,300,130,79.0
990,120,300,140,79.0
990,120,300,150,79.0
990,120,300,160,79.0
990,120,300,170,79.0
990,120,300,180,79.0
990,120,400,0,86.86
990,120,400,10,87.5
990,120,400,20,87.79
990,120,400,30,87.8
990,120,400,40,87.52
990,120,400,50,86.82
990,120,400,60,85.34
990,120,400,70,83.06
990,120,400,80,80.0
990,120,400,90,79.0
990,120,400,100,79.0
990,120,400,110,79.0
990,120,400,120,79.0
990,120,400,130,79.0
990,120,400,140,79.0
990,120,400,150,79.0
990,120,400,160,79.0
990,120,400,170,79.0
990,120,400,180,79.0
990,120,500,0,86.83
990,120,500,10,87.62
990,120,500,20,88.05
990,120,500,30,88.2
990,120,500,40,88.06
990,120,500,50,87.64
990,120,500,60,86.79
990,120,500,70,85.31
990,120,500,80,83.18
990,120,500,90,80.42
990,120,500,100,79.0
990,120,500,110,79.0
990,120,500,120,79.0
990,120,500,130,79.0
990,120,500,140,79.0
990,120,500,150,79.0
990,120,500,160,79.0
990,120,500,170,79.0
990,120,500,180,79.0
990,120,600,0,86.75
990,120,600,10,87.67
990,120,600,20,88.24
990,120,600,30,88.52
990,120,600,40,88.52
990,120,600,50,88.24
990,120,600,60,87.66
990,120,600,70,86.65
990,120,600,80,85.09
990,120,600,90,82.99
990,120,600,100,80.33
990,120,600,110,79.0
990,120,600,120,79.0
990,120,600,130,79.0
990,120,600,140,79.0
990,120,600,150,79.0
990,120,600,160,79.0
990,120,600,170,79.0
990,120,600,180,79.0
990,120,700,0,86.6
990,120,700,10,87.65
990,120,700,20,88.36
990,120,700,30,88.77
990,120,700,40,88.9
990,120,700,50,88.75
990,120,700,60,88.31
990,120,700,70,87.57
990,120,700,80,86.4
990,120,700,90,84.73
990,120,700,100,82.57
990,120,700,110,79.92
990,120,700,120,79.0
990,120,700,130,79.0
990,120,700,140,79.0
990,120,700,150,79.0
990,120,700,160,79.0
990,120,700,170,79.0
990,120,700,180,79.0
990,120,800,0,86.41
990,120,800,10,87.58
990,120,800,20,88.42
990,120,800,30,88.96
990,120,800,40,89.21
990,120,800,50,89.19
990,120,800,60,88.87
990,120,800,70,88.27
990,120,800,80,87.36
990,120,800,90,86.02
990,120,800,100,84.22
990,120,800,110,81.97
990,120,800,120,79.27
990,120,800,130,79.0
990,120,800,140,79.0
990,120,800,150,79.0
990,120,800,160,79.0
990,120,800,170,79.0
990,120,800,180,79.0
990,120,900,0,86.18
990,120,900,10,87.46
990,120,900,20,88.42
990,120,900,30,89.08
990,120,900,40,89.46
990,120,900,50,89.56
990,120,900,60,89.36
990,120,900,70,88.89
990,120,900,80,88.12
990,120,900,90,87.03
990,120,900,100,85.51
990,120,900,110,83.57
990,120,900,120,81.2
990,120,900,130,79.0
990,120,900,140,79.0
990,120,900,150,79.0
990,120,900,160,79.0
990,120,900,170,79.0
990,120,900,180,79.0
990,120,1000,0,85.9
990,120,1000,10,87.3
990,120,1000,20,88.38
990,120,1000,30,89.16
990,120,1000,40,89.65
990,120,1000,50,89.86
990,120,1000,60,89.79
990,120,1000,70,89.43
990,120,1000,80,88.78
990,120,1000,90,87.85
990,120,1000,100,86.56
990,120,1000,110,84.87
990,120,1000,120,82.77
990,120,1000,130,80.27
990,120,1000,140,79.0
990,120,1000,150,79.0
990,120,1000,160,79.0
990,120,1000,170,79.0
990,120,1000,180,79.0
990,120,1100,0,85.58
990,120,1100,10,87.1
990,120,1100,20,88.29
990,120,1100,30,89.18
990,120,1100,40,89.79
990,120,1100,50,90.11
990,120,1100,60,90.15
990,120,1100,70,89.91
990,120,1100,80,89.37
990,120,1100,90,88.56
990,120,1100,100,87.44
990,120,1100,110,85.96
990,120,1100,120,84.08
990,120,1100,130,81.82
990,120,1100,140,79.18
990,120,1100,150,79.0
990,120,1100,160,79.0
990,120,1100,170,79.0
990,120,1100,180,79.0
990,120,1200,0,85.24
990,120,1200,10,86.86
990,120,1200,20,88.16
990,120,1200,30,89.16
990,120,1200,40,89.88
990,120,1200,50,90.31
990,120,1200,60,90.46
990,120,1200,70,90.32
990,120,1200,80,89.9
990,120,1200,90,89.19
990,120,1200,100,88.2
990,120,1200,110,86.89
990,120,1200,120,85.21
990,120,1200,130,83.15
990,120,1200,140,80.72
990,120,1200,150,79.0
990,120,1200,160,79.0
990,120,1200,170,79.0
990,120,1200,180,79.0
990,120,1300,0,84.86
990,120,1300,10,86.59
990,120,1300,20,88.0
990,120,1300,30,89.11
990,120,1300,40,89.93
990,120,1300,50,90.46
990,120,1300,60,90.72
990,120,1300,70,90.68
990,120,1300,80,90.37
990,120,1300,90,89.76
990,120,1300,100,88.88
990,120,1300,110,87.7
990,120,1300,120,86.19
990,120,1300,130,84.31
990,120,1300,140,82.07
990,120,1300,150,79.46
990,120,1300,160,79.0
990,120,1300,170,79.0
990,120,1300,180,79.0
990,120,1400,0,84.46
990,120,1400,10,86.29
990,120,1400,20,87.8
990,120,1400,30,89.01
990,120,1400,40,89.93
990,120,1400,50,90.57
990,120,1400,60,90.93
990,120,1400,70,90.99
990,120,1400,80,90.78
990,120,1400,90,90.28
990,120,1400,100,89.49
990,120,1400,110,88.42
990,120,1400,120,87.05
990,120,1400,130,85.33
990,120,1400,140,83.25
990,120,1400,150,80.82
990,120,1400,160,79.0
990,120,1400,170,79.0
990,120,1400,180,79.0
990,120,1500,0,84.05
990,120,1500,10,85.97
990,120,1500,20,87.58
990,120,1500,30,88.89
990,120,1500,40,89.91
990,120,1500,50,90.64
990,120,1500,60,91.09
990,120,1500,70,91.26
990,120,1500,80,91.14
990,120,1500,90,90.73
990,120,1500,100,90.05
990,120,1500,110,89.07
990,120,1500,120,87.81
990,120,1500,130,86.24
990,120,1500,140,84.31
990,120,1500,150,82.03
990,120,1500,160,79.41
990,120,1500,170,79.0
990,120,1500,180,79.0
990,120,1600,0,83.61
990,120,1600,10,85.62
990,120,1600,20,87.33
990,120,1600,30,88.73
990,120,1600,40,89.85
990,120,1600,50,90.67
990,120,1600,60,91.22
990,120,1600,70,91.48
990,120,1600,80,91.45
990,120,1600,90,91.14
990,120,1600,100,90.55
990,120,1600,110,89.67
990,120,1600,120,88.5
990,120,1600,130,87.04
990,120,1600,140,85.25
990,120,1600,150,83.12
990,120,1600,160,80.64
990,120,1600,170,79.0
990,120,1600,180,79.0
990,120,1700,0,83.17
990,120,1700,10,85.27
990,120,1700,20,87.06
990,120,1700,30,88.56
990,120,1700,40,89.76
990,120,1700,50,90.68
990,120,1700,60,91.31
990,120,1700,70,91.66
990,120,1700,80,91.72
990,120,1700,90,91.5
990,120,1700,100,91.0
990,120,1700,110,90.21
990,120,1700,120,89.13
990,120,1700,130,87.77
990,120,1700,140,86.1
990,120,1700,150,84.09
990,120,1700,160,81.74
990,120,1700,170,79.06
990,120,1700,180,79.0
990,120,1800,0,82.71
990,120,1800,10,84.9
990,120,1800,20,86.78
990,120,1800,30,88.36
990,120,1800,40,89.65
990,120,1800,50,90.65
990,120,1800,60,91.37
990,120,1800,70,91.81
990,120,1800,80,91.96
990,120,1800,90,91.82
990,120,1800,100,91.4
990,120,1800,110,90.69
990,120,1800,120,89.7
990,120,1800,130,88.43
990,120,1800,140,86.86
990,120,1800,150,84.97
990,120,1800,160,82.75
990,120,1800,170,80.18
990,120,1800,180,79.0
990,120,1900,0,82.26
990,120,1900,10,84.52
990,120,1900,20,86.49
990,120,1900,30,88.15
990,120,1900,40,89.52
990,120,1900,50,90.6
990,120,1900,60,91.4
990,120,1900,70,91.92
990,120,1900,80,92.15
990,120,1900,90,92.1
990,120,1900,100,91.76
990,120,1900,110,91.14
990,120,1900,120,90.23
990,120,1900,130,89.03
990,120,1900,140,87.56
990,120,1900,150,85.77
990,120,1900,160,83.65
990,120,1900,170,81.21
990,120,1900,180,79.0
990,120,2000,0,81.8
990,120,2000,10,84.14
990,120,2000,20,86.18
990,120,2000,30,87.92
990,120,2000,40,89.37
990,120,2000,50,90.53
990,120,2000,60,91.41
990,120,2000,70,92.01
990,120,2000,80,92.31
990,120,2000,90,92.34
990,120,2000,100,92.08
990,120,2000,110,91.53
990,120,2000,120,90.7
990,120,2000,130,89.58
990,120,2000,140,88.18
990,120,2000,150,86.49
990,120,2000,160,84.48
990,120,2000,170,82.14
990,120,2000,180,79.47
990,120,2100,0,81.35
990,120,2100,10,83.76
990,120,2100,20,85.87
990,120,2100,30,87.69
990,120,2100,40,89.21
990,120,2100,50,90.45
990,120,2100,60,91.4
990,120,2100,70,92.07
990,120,2100,80,92.45
990,120,2100,90,92.55
990,120,2100,100,92.36
990,120,2100,110,91.89
990,120,2100,120,91.13
990,120,2100,130,90.09
990,120,2100,140,88.76
990,120,2100,150,87.15
990,120,2100,160,85.23
990,120,2100,170,82.98
990,120,2100,180,80.41
990,120,2200,0,80.9
990,120,2200,10,83.38
990,120,2200,20,85.56
990,120,2200,30,87.45
990,120,2200,40,89.04
