Time, Position, Speed, Acceleration, Torque, Drag, RPM, Power, Available Power, Charge, Voltage, Current, Motor Torque
13.46,464.825,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.455,104.626,225.7,30.06
13.46,464.872,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.455,104.626,225.7,30.06
13.46,464.919,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.455,104.626,225.7,30.06
13.46,464.965,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.455,104.626,225.7,30.06
13.46,465.012,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.455,104.626,225.7,30.06
13.46,465.059,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.455,104.626,225.7,30.06
13.46,465.105,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.455,104.626,225.7,30.06
13.46,465.152,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.455,104.626,225.7,30.06
13.46,465.198,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.455,104.626,225.7,30.06
13.47,465.245,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.455,104.626,225.7,30.06
13.47,465.292,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.455,104.626,225.7,30.06
13.47,465.338,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.455,104.626,225.7,30.06
13.47,465.385,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.455,104.626,225.7,30.06
13.47,465.432,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.455,104.626,225.7,30.06
13.47,465.478,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.454,104.626,225.7,30.06
13.47,465.525,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.454,104.626,225.7,30.06
13.47,465.572,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.454,104.626,225.7,30.06
13.47,465.618,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.454,104.626,225.7,30.06
13.47,465.665,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.454,104.626,225.7,30.06
13.48,465.712,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.454,104.626,225.7,30.06
13.48,465.758,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.454,104.626,225.7,30.06
13.48,465.805,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.454,104.626,225.7,30.06
13.48,465.852,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.454,104.626,225.7,30.06
13.48,465.898,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.454,104.626,225.7,30.06
13.48,465.945,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.454,104.626,225.7,30.06
13.48,465.992,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.454,104.626,225.7,30.06
13.48,466.038,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.454,104.626,225.7,30.06
13.48,466.085,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.454,104.626,225.7,30.06
13.48,466.132,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.454,104.626,225.7,30.06
13.49,466.178,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.454,104.626,225.7,30.06
13.49,466.225,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.453,104.626,225.7,30.06
13.49,466.272,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.453,104.626,225.7,30.06
13.49,466.318,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.453,104.626,225.7,30.06
13.49,466.365,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.453,104.626,225.7,30.06
13.49,466.412,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.453,104.626,225.7,30.06
13.49,466.458,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.453,104.626,225.7,30.06
13.49,466.505,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.453,104.626,225.7,30.06
13.49,466.552,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.453,104.626,225.7,30.06
13.49,466.598,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.453,104.626,225.7,30.06
13.50,466.645,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.453,104.626,225.7,30.06
13.50,466.691,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.453,104.626,225.7,30.06
13.50,466.738,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.453,104.626,225.7,30.06
13.50,466.785,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.453,104.626,225.7,30.06
13.50,466.831,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.453,104.626,225.7,30.06
13.50,466.878,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.453,104.626,225.7,30.06
13.50,466.925,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.453,104.626,225.7,30.06
13.50,466.971,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.452,104.626,225.7,30.06
13.50,467.018,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.452,104.626,225.7,30.06
13.50,467.065,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.452,104.626,225.7,30.06
13.51,467.111,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.452,104.626,225.7,30.06
13.51,467.158,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.452,104.626,225.7,30.06
13.51,467.205,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.452,104.626,225.7,30.06
13.51,467.251,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.452,104.626,225.7,30.06
13.51,467.298,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.452,104.626,225.7,30.06
13.51,467.345,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.452,104.626,225.7,30.06
13.51,467.391,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.452,104.626,225.7,30.06
13.51,467.438,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.452,104.626,225.7,30.06
13.51,467.485,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.452,104.626,225.7,30.06
13.51,467.531,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.452,104.626,225.7,30.06
13.52,467.578,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.452,104.626,225.7,30.06
13.52,467.625,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.452,104.626,225.7,30.06
13.52,467.671,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.452,104.626,225.7,30.06
13.52,467.718,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.451,104.626,225.7,30.06
13.52,467.765,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.451,104.626,225.7,30.06
13.52,467.811,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.451,104.626,225.7,30.06
13.52,467.858,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.451,104.626,225.7,30.06
13.52,467.905,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.451,104.626,225.7,30.06
13.52,467.951,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.451,104.626,225.7,30.06
13.52,467.998,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.451,104.626,225.7,30.06
13.53,468.045,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.451,104.626,225.7,30.06
13.53,468.091,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.451,104.626,225.7,30.06
13.53,468.138,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.451,104.626,225.7,30.06
13.53,468.185,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.451,104.626,225.7,30.06
13.53,468.231,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.451,104.626,225.7,30.06
13.53,468.278,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.451,104.626,225.7,30.06
13.53,468.324,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.451,104.626,225.7,30.06
13.53,468.371,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.451,104.626,225.7,30.06
13.53,468.418,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.451,104.626,225.7,30.06
13.53,468.464,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.450,104.626,225.7,30.06
13.54,468.511,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.450,104.626,225.7,30.06
13.54,468.558,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.450,104.626,225.7,30.06
13.54,468.604,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.450,104.626,225.7,30.06
13.54,468.651,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.450,104.626,225.7,30.06
13.54,468.698,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.450,104.626,225.7,30.06
13.54,468.744,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.450,104.626,225.7,30.06
13.54,468.791,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.450,104.626,225.7,30.06
13.54,468.838,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.450,104.626,225.7,30.06
13.54,468.884,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.450,104.626,225.7,30.06
13.54,468.931,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.450,104.626,225.7,30.06
13.55,468.978,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.450,104.626,225.7,30.06
13.55,469.024,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.450,104.626,225.7,30.06
13.55,469.071,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.450,104.626,225.7,30.06
13.55,469.118,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.450,104.626,225.7,30.06
13.55,469.164,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.450,104.626,225.7,30.06
13.55,469.211,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.449,104.626,225.7,30.06
13.55,469.258,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.449,104.626,225.7,30.06
13.55,469.304,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.449,104.626,225.7,30.06
13.55,469.351,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.449,104.626,225.7,30.06
13.55,469.398,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.449,104.626,225.7,30.06
13.56,469.444,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.449,104.626,225.7,30.06
13.56,469.491,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.449,104.626,225.7,30.06
13.56,469.538,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.449,104.626,225.7,30.06
13.56,469.584,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.449,104.626,225.7,30.06
13.56,469.631,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.449,104.626,225.7,30.06
13.56,469.678,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.449,104.626,225.7,30.06
13.56,469.724,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.449,104.626,225.7,30.06
13.56,469.771,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.449,104.626,225.7,30.06
13.56,469.818,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.449,104.626,225.7,30.06
13.56,469.864,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.449,104.626,225.7,30.06
13.57,469.911,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.449,104.626,225.7,30.06
13.57,469.957,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.448,104.626,225.7,30.06
13.57,470.004,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.448,104.626,225.7,30.06
13.57,470.051,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.448,104.626,225.7,30.06
13.57,470.097,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.448,104.626,225.7,30.06
13.57,470.144,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.448,104.626,225.7,30.06
13.57,470.191,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.448,104.626,225.7,30.06
13.57,470.237,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.448,104.626,225.7,30.06
13.57,470.284,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.448,104.626,225.7,30.06
13.57,470.331,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.448,104.626,225.7,30.06
13.58,470.377,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.448,104.626,225.7,30.06
13.58,470.424,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.448,104.626,225.7,30.06
13.58,470.471,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.448,104.626,225.7,30.06
13.58,470.517,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.448,104.626,225.7,30.06
13.58,470.564,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.448,104.626,225.7,30.06
13.58,470.611,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.448,104.626,225.7,30.06
13.58,470.657,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.448,104.626,225.7,30.06
13.58,470.704,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.447,104.626,225.7,30.06
13.58,470.751,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.447,104.626,225.7,30.06
13.58,470.797,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.447,104.626,225.7,30.06
13.59,470.844,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.447,104.626,225.7,30.06
13.59,470.891,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.447,104.626,225.7,30.06
13.59,470.937,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.447,104.626,225.7,30.06
13.59,470.984,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.447,104.626,225.7,30.06
13.59,471.031,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.447,104.626,225.7,30.06
13.59,471.077,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.447,104.626,225.7,30.06
13.59,471.124,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.447,104.626,225.7,30.06
13.59,471.171,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.447,104.626,225.7,30.06
13.59,471.217,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.447,104.626,225.7,30.06
13.59,471.264,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.447,104.626,225.7,30.06
13.60,471.311,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.447,104.626,225.7,30.06
13.60,471.357,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.447,104.626,225.7,30.06
13.60,471.404,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.447,104.626,225.7,30.06
13.60,471.450,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.446,104.626,225.7,30.06
13.60,471.497,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.446,104.626,225.7,30.06
13.60,471.544,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.446,104.626,225.7,30.06
13.60,471.590,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.446,104.626,225.7,30.06
13.60,471.637,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.446,104.626,225.7,30.06
13.60,471.684,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.446,104.626,225.7,30.06
13.60,471.730,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.446,104.626,225.7,30.06
13.61,471.777,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.446,104.626,225.7,30.06
13.61,471.824,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.446,104.626,225.7,30.06
13.61,471.870,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.446,104.626,225.7,30.06
13.61,471.917,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.446,104.626,225.7,30.06
13.61,471.964,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.446,104.626,225.7,30.06
13.61,472.010,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.446,104.626,225.7,30.06
13.61,472.057,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.446,104.626,225.7,30.06
13.61,472.104,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.446,104.626,225.7,30.06
13.61,472.150,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.446,104.626,225.7,30.06
13.61,472.197,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.445,104.626,225.7,30.06
13.62,472.244,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.445,104.626,225.7,30.06
13.62,472.290,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.445,104.626,225.7,30.06
13.62,472.337,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.445,104.626,225.7,30.06
13.62,472.384,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.445,104.626,225.7,30.06
13.62,472.430,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.445,104.626,225.7,30.06
13.62,472.477,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.445,104.626,225.7,30.06
13.62,472.524,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.445,104.626,225.7,30.06
13.62,472.570,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.445,104.626,225.7,30.06
13.62,472.617,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.445,104.626,225.7,30.06
13.62,472.664,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.445,104.626,225.7,30.06
13.63,472.710,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.445,104.626,225.7,30.06
13.63,472.757,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.445,104.626,225.7,30.06
13.63,472.804,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.445,104.626,225.7,30.06
13.63,472.850,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.445,104.626,225.7,30.06
13.63,472.897,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.445,104.626,225.7,30.06
13.63,472.944,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.444,104.626,225.7,30.06
13.63,472.990,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.444,104.626,225.7,30.06
13.63,473.037,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.444,104.626,225.7,30.06
13.63,473.083,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.444,104.626,225.7,30.06
13.63,473.130,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.444,104.626,225.7,30.06
13.64,473.177,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.444,104.626,225.7,30.06
13.64,473.223,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.444,104.626,225.7,30.06
13.64,473.270,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.444,104.626,225.7,30.06
13.64,473.317,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.444,104.626,225.7,30.06
13.64,473.363,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.444,104.626,225.7,30.06
13.64,473.410,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.444,104.626,225.7,30.06
13.64,473.457,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.444,104.626,225.7,30.06
13.64,473.503,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.444,104.626,225.7,30.06
13.64,473.550,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.444,104.626,225.7,30.06
13.64,473.597,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.444,104.626,225.7,30.06
13.65,473.643,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.444,104.626,225.7,30.06
13.65,473.690,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.443,104.626,225.7,30.06
13.65,473.737,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.443,104.626,225.7,30.06
13.65,473.783,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.443,104.626,225.7,30.06
13.65,473.830,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.443,104.626,225.7,30.06
13.65,473.877,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.443,104.626,225.7,30.06
13.65,473.923,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.443,104.626,225.7,30.06
13.65,473.970,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.443,104.626,225.7,30.06
13.65,474.017,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.443,104.626,225.7,30.06
13.65,474.063,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.443,104.626,225.7,30.06
13.66,474.110,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.443,104.626,225.7,30.06
13.66,474.157,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.443,104.626,225.7,30.06
13.66,474.203,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.443,104.626,225.7,30.06
13.66,474.250,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.443,104.626,225.7,30.06
13.66,474.297,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.443,104.626,225.7,30.06
13.66,474.343,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.443,104.626,225.7,30.06
13.66,474.390,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.442,104.626,225.7,30.06
13.66,474.437,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.442,104.626,225.7,30.06
13.66,474.483,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.442,104.626,225.7,30.06
13.66,474.530,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.442,104.626,225.7,30.06
13.67,474.576,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.442,104.626,225.7,30.06
13.67,474.623,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.442,104.626,225.7,30.06
13.67,474.670,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.442,104.626,225.7,30.06
13.67,474.716,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.442,104.626,225.7,30.06
13.67,474.763,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.442,104.626,225.7,30.06
13.67,474.810,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.442,104.626,225.7,30.06
13.67,474.856,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.442,104.626,225.7,30.06
13.67,474.903,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.442,104.626,225.7,30.06
13.67,474.950,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.442,104.626,225.7,30.06
13.67,474.996,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.442,104.626,225.7,30.06
13.68,475.043,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.442,104.626,225.7,30.06
13.68,475.090,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.442,104.626,225.7,30.06
13.68,475.136,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.441,104.626,225.7,30.06
13.68,475.183,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.441,104.626,225.7,30.06
13.68,475.230,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.441,104.626,225.7,30.06
13.68,475.276,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.441,104.626,225.7,30.06
13.68,475.323,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.441,104.626,225.7,30.06
13.68,475.370,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.441,104.626,225.7,30.06
13.68,475.416,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.441,104.626,225.7,30.06
13.68,475.463,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.441,104.626,225.7,30.06
13.69,475.510,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.441,104.626,225.7,30.06
13.69,475.556,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.441,104.626,225.7,30.06
13.69,475.603,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.441,104.626,225.7,30.06
13.69,475.650,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.441,104.626,225.7,30.06
13.69,475.696,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.441,104.626,225.7,30.06
13.69,475.743,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.441,104.626,225.7,30.06
13.69,475.790,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.441,104.626,225.7,30.06
13.69,475.836,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.441,104.626,225.7,30.06
13.69,475.883,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.440,104.626,225.7,30.06
13.69,475.930,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.440,104.626,225.7,30.06
13.70,475.976,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.440,104.626,225.7,30.06
13.70,476.023,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.440,104.626,225.7,30.06
13.70,476.070,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.440,104.626,225.7,30.06
13.70,476.116,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.440,104.626,225.7,30.06
13.70,476.163,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.440,104.626,225.7,30.06
13.70,476.209,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.440,104.626,225.7,30.06
13.70,476.256,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.440,104.626,225.7,30.06
13.70,476.303,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.440,104.626,225.7,30.06
13.70,476.349,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.440,104.626,225.7,30.06
13.70,476.396,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.440,104.626,225.7,30.06
13.71,476.443,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.440,104.626,225.7,30.06
13.71,476.489,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.440,104.626,225.7,30.06
13.71,476.536,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.440,104.626,225.7,30.06
13.71,476.583,46.657,0.000,109.308,506.055,7500.673,23610.9,62775.355,48.440,104.626,225.7,30.06
