Time, Position, Speed, Acceleration, Torque, Drag, RPM, Power, Available Power, Charge, Voltage, Current, Motor Torque
2.27,20.189,17.703,7.648,558.230,72.856,2846.001,45752.0,59252.581,49.860,98.754,463.3,153.51
2.27,20.206,17.711,7.648,558.230,72.919,2847.231,45771.8,59248.710,49.860,98.748,463.5,153.51
2.27,20.224,17.718,7.648,558.230,72.982,2848.460,45791.5,59244.839,49.860,98.741,463.8,153.51
2.27,20.242,17.726,7.647,558.230,73.045,2849.690,45811.3,59240.967,49.860,98.735,464.0,153.51
2.28,20.260,17.734,7.647,558.230,73.108,2850.919,45831.0,59237.095,49.860,98.728,464.2,153.51
2.28,20.277,17.741,7.647,558.230,73.171,2852.149,45850.8,59233.223,49.859,98.722,464.4,153.51
2.28,20.295,17.749,7.647,558.230,73.234,2853.378,45870.6,59229.349,49.859,98.716,464.7,153.51
2.28,20.313,17.757,7.647,558.230,73.298,2854.607,45890.3,59225.476,49.859,98.709,464.9,153.51
2.28,20.330,17.764,7.646,558.230,73.361,2855.837,45910.1,59221.602,49.859,98.703,465.1,153.51
2.28,20.348,17.772,7.646,558.230,73.424,2857.066,45929.9,59217.727,49.859,98.696,465.4,153.51
2.28,20.366,17.780,7.646,558.230,73.487,2858.295,45949.6,59213.852,49.859,98.690,465.6,153.51
2.28,20.384,17.787,7.646,558.230,73.550,2859.524,45969.4,59209.976,49.859,98.683,465.8,153.51
2.28,20.402,17.795,7.646,558.230,73.614,2860.754,45989.1,59206.100,49.858,98.677,466.1,153.51
2.28,20.419,17.803,7.646,558.230,73.677,2861.983,46008.9,59202.224,49.858,98.670,466.3,153.51
2.29,20.437,17.810,7.645,558.230,73.740,2863.212,46028.7,59198.347,49.858,98.664,466.5,153.51
2.29,20.455,17.818,7.645,558.230,73.803,2864.441,46048.4,59194.469,49.858,98.657,466.8,153.51
2.29,20.473,17.825,7.645,558.230,73.867,2865.670,46068.2,59190.591,49.858,98.651,467.0,153.51
2.29,20.491,17.833,7.645,558.230,73.930,2866.899,46087.9,59186.713,49.858,98.645,467.2,153.51
2.29,20.508,17.841,7.645,558.230,73.994,2868.128,46107.7,59182.834,49.858,98.638,467.4,153.51
2.29,20.526,17.848,7.644,558.230,74.057,2869.357,46127.4,59178.954,49.858,98.632,467.7,153.51
2.29,20.544,17.856,7.644,558.230,74.120,2870.586,46147.2,59175.074,49.857,98.625,467.9,153.51
2.29,20.562,17.864,7.644,558.230,74.184,2871.815,46167.0,59171.194,49.857,98.619,468.1,153.51
2.29,20.580,17.871,7.644,558.230,74.247,2873.044,46186.7,59167.313,49.857,98.612,468.4,153.51
2.29,20.598,17.879,7.644,558.230,74.311,2874.272,46206.5,59163.432,49.857,98.606,468.6,153.51
2.30,20.616,17.887,7.643,558.230,74.375,2875.501,46226.2,59159.550,49.857,98.599,468.8,153.51
2.30,20.634,17.894,7.643,558.230,74.438,2876.730,46246.0,59155.667,49.857,98.593,469.1,153.51
2.30,20.651,17.902,7.643,558.230,74.502,2877.959,46265.7,59151.784,49.857,98.586,469.3,153.51
2.30,20.669,17.910,7.643,558.230,74.565,2879.187,46285.5,59147.901,49.857,98.580,469.5,153.51
2.30,20.687,17.917,7.643,558.230,74.629,2880.416,46305.2,59144.017,49.856,98.573,469.8,153.51
2.30,20.705,17.925,7.642,558.230,74.693,2881.645,46325.0,59140.133,49.856,98.567,470.0,153.51
2.30,20.723,17.932,7.642,558.230,74.756,2882.873,46344.7,59136.248,49.856,98.560,470.2,153.51
2.30,20.741,17.940,7.642,558.230,74.820,2884.102,46364.5,59132.363,49.856,98.554,470.4,153.51
2.30,20.759,17.948,7.642,558.230,74.884,2885.331,46384.2,59128.477,49.856,98.547,470.7,153.51
2.30,20.777,17.955,7.642,558.230,74.948,2886.559,46404.0,59124.590,49.856,98.541,470.9,153.51
2.31,20.795,17.963,7.641,558.230,75.011,2887.788,46423.7,59120.704,49.856,98.535,471.1,153.51
2.31,20.813,17.971,7.641,558.230,75.075,2889.016,46443.5,59116.816,49.856,98.528,471.4,153.51
2.31,20.831,17.978,7.641,558.230,75.139,2890.244,46463.2,59112.928,49.855,98.522,471.6,153.51
2.31,20.849,17.986,7.641,558.230,75.203,2891.473,46483.0,59109.040,49.855,98.515,471.8,153.51
2.31,20.867,17.994,7.641,558.230,75.267,2892.701,46502.7,59105.151,49.855,98.509,472.1,153.51
2.31,20.885,18.001,7.640,558.230,75.331,2893.930,46522.5,59101.262,49.855,98.502,472.3,153.51
2.31,20.903,18.009,7.640,558.230,75.395,2895.158,46542.2,59097.372,49.855,98.496,472.5,153.51
2.31,20.921,18.017,7.640,558.230,75.459,2896.386,46562.0,59093.482,49.855,98.489,472.8,153.51
2.31,20.939,18.024,7.640,558.230,75.523,2897.614,46581.7,59089.591,49.855,98.483,473.0,153.51
2.31,20.957,18.032,7.640,558.230,75.587,2898.843,46601.5,59085.700,49.854,98.476,473.2,153.51
2.32,20.975,18.039,7.640,558.230,75.651,2900.071,46621.2,59081.808,49.854,98.470,473.5,153.51
2.32,20.993,18.047,7.639,558.230,75.715,2901.299,46640.9,59077.916,49.854,98.463,473.7,153.51
2.32,21.011,18.055,7.639,558.230,75.779,2902.527,46660.7,59074.023,49.854,98.457,473.9,153.51
2.32,21.029,18.062,7.639,558.230,75.843,2903.755,46680.4,59070.130,49.854,98.450,474.2,153.51
2.32,21.047,18.070,7.639,558.230,75.907,2904.983,46700.2,59066.236,49.854,98.444,474.4,153.51
2.32,21.065,18.078,7.639,558.230,75.972,2906.211,46719.9,59062.342,49.854,98.437,474.6,153.51
2.32,21.083,18.085,7.638,558.230,76.036,2907.439,46739.6,59058.448,49.854,98.431,474.8,153.51
2.32,21.101,18.093,7.638,558.230,76.100,2908.667,46759.4,59054.552,49.853,98.424,475.1,153.51
2.32,21.119,18.101,7.638,558.230,76.164,2909.895,46779.1,59050.657,49.853,98.418,475.3,153.51
2.32,21.137,18.108,7.638,558.230,76.229,2911.123,46798.9,59046.761,49.853,98.411,475.5,153.51
2.33,21.156,18.116,7.638,558.230,76.293,2912.351,46818.6,59042.864,49.853,98.405,475.8,153.51
2.33,21.174,18.123,7.637,558.230,76.357,2913.579,46838.3,59038.967,49.853,98.398,476.0,153.51
2.33,21.192,18.131,7.637,558.230,76.422,2914.806,46858.1,59035.069,49.853,98.392,476.2,153.51
2.33,21.210,18.139,7.637,558.230,76.486,2916.034,46877.8,59031.171,49.853,98.385,476.5,153.51
2.33,21.228,18.146,7.637,558.230,76.550,2917.262,46897.6,59027.272,49.852,98.379,476.7,153.51
2.33,21.246,18.154,7.637,558.230,76.615,2918.490,46917.3,59023.373,49.852,98.372,476.9,153.51
2.33,21.264,18.162,7.636,558.230,76.679,2919.717,46937.0,59019.473,49.852,98.366,477.2,153.51
2.33,21.283,18.169,7.636,558.230,76.744,2920.945,46956.8,59015.573,49.852,98.359,477.4,153.51
2.33,21.301,18.177,7.636,558.230,76.808,2922.173,46976.5,59011.673,49.852,98.353,477.6,153.51
2.33,21.319,18.185,7.636,558.230,76.873,2923.400,46996.2,59007.771,49.852,98.346,477.9,153.51
2.34,21.337,18.192,7.636,558.230,76.938,2924.628,47016.0,59003.870,49.852,98.340,478.1,153.51
2.34,21.355,18.200,7.635,558.230,77.002,2925.855,47035.7,58999.968,49.852,98.333,478.3,153.51
2.34,21.373,18.207,7.635,558.230,77.067,2927.083,47055.4,58996.065,49.851,98.327,478.6,153.51
2.34,21.392,18.215,7.635,558.230,77.131,2928.310,47075.2,58992.162,49.851,98.320,478.8,153.51
2.34,21.410,18.223,7.635,558.230,77.196,2929.538,47094.9,58988.258,49.851,98.314,479.0,153.51
2.34,21.428,18.230,7.635,558.230,77.261,2930.765,47114.6,58984.354,49.851,98.307,479.3,153.51
2.34,21.446,18.238,7.634,558.230,77.325,2931.992,47134.4,58980.450,49.851,98.301,479.5,153.51
2.34,21.465,18.246,7.634,558.230,77.390,2933.220,47154.1,58976.544,49.851,98.294,479.7,153.51
2.34,21.483,18.253,7.634,558.230,77.455,2934.447,47173.8,58972.639,49.851,98.288,480.0,153.51
2.34,21.501,18.261,7.634,558.230,77.520,2935.674,47193.6,58968.733,49.850,98.281,480.2,153.51
2.35,21.519,18.269,7.634,558.230,77.585,2936.901,47213.3,58964.826,49.850,98.275,480.4,153.51
2.35,21.538,18.276,7.633,558.230,77.649,2938.129,47233.0,58960.919,49.850,98.268,480.7,153.51
2.35,21.556,18.284,7.633,558.230,77.714,2939.356,47252.7,58957.011,49.850,98.262,480.9,153.51
2.35,21.574,18.291,7.633,558.230,77.779,2940.583,47272.5,58953.103,49.850,98.255,481.1,153.51
2.35,21.592,18.299,7.633,558.230,77.844,2941.810,47292.2,58949.195,49.850,98.249,481.4,153.51
2.35,21.611,18.307,7.633,558.230,77.909,2943.037,47311.9,58945.286,49.850,98.242,481.6,153.51
2.35,21.629,18.314,7.632,558.230,77.974,2944.264,47331.6,58941.376,49.850,98.236,481.8,153.51
2.35,21.647,18.322,7.632,558.230,78.039,2945.491,47351.4,58937.466,49.849,98.229,482.1,153.51
2.35,21.666,18.330,7.632,558.230,78.104,2946.718,47371.1,58933.555,49.849,98.223,482.3,153.51
2.35,21.684,18.337,7.632,558.230,78.169,2947.945,47390.8,58929.644,49.849,98.216,482.5,153.51
2.36,21.702,18.345,7.632,558.230,78.234,2949.172,47410.5,58925.733,49.849,98.210,482.7,153.51
2.36,21.721,18.353,7.631,558.230,78.299,2950.399,47430.3,58921.820,49.849,98.203,483.0,153.51
2.36,21.739,18.360,7.631,558.230,78.365,2951.626,47450.0,58917.908,49.849,98.197,483.2,153.51
2.36,21.757,18.368,7.631,558.230,78.430,2952.853,47469.7,58913.995,49.849,98.190,483.4,153.51
2.36,21.776,18.375,7.631,558.230,78.495,2954.079,47489.4,58910.081,49.848,98.183,483.7,153.51
2.36,21.794,18.383,7.631,558.230,78.560,2955.306,47509.2,58906.167,49.848,98.177,483.9,153.51
2.36,21.813,18.391,7.630,558.230,78.625,2956.533,47528.9,58902.252,49.848,98.170,484.1,153.51
2.36,21.831,18.398,7.630,558.230,78.691,2957.759,47548.6,58898.337,49.848,98.164,484.4,153.51
2.36,21.849,18.406,7.630,558.230,78.756,2958.986,47568.3,58894.422,49.848,98.157,484.6,153.51
2.36,21.868,18.414,7.630,558.230,78.821,2960.213,47588.0,58890.506,49.848,98.151,484.8,153.51
2.37,21.886,18.421,7.630,558.230,78.887,2961.439,47607.8,58886.589,49.848,98.144,485.1,153.51
2.37,21.905,18.429,7.629,558.230,78.952,2962.666,47627.5,58882.672,49.848,98.138,485.3,153.51
2.37,21.923,18.436,7.629,558.230,79.017,2963.892,47647.2,58878.754,49.847,98.131,485.5,153.51
2.37,21.941,18.444,7.629,558.230,79.083,2965.119,47666.9,58874.836,49.847,98.125,485.8,153.51
2.37,21.960,18.452,7.629,558.230,79.148,2966.345,47686.6,58870.917,49.847,98.118,486.0,153.51
2.37,21.978,18.459,7.629,558.230,79.214,2967.572,47706.3,58866.998,49.847,98.112,486.2,153.51
2.37,21.997,18.467,7.628,558.230,79.279,2968.798,47726.1,58863.079,49.847,98.105,486.5,153.51
2.37,22.015,18.475,7.628,558.230,79.345,2970.025,47745.8,58859.159,49.847,98.099,486.7,153.51
2.37,22.034,18.482,7.628,558.230,79.410,2971.251,47765.5,58855.238,49.847,98.092,486.9,153.51
2.37,22.052,18.490,7.628,558.230,79.476,2972.477,47785.2,58851.317,49.846,98.086,487.2,153.51
2.38,22.071,18.497,7.628,558.230,79.541,2973.704,47804.9,58847.395,49.846,98.079,487.4,153.51
2.38,22.089,18.505,7.627,558.230,79.607,2974.930,47824.6,58843.473,49.846,98.072,487.6,153.51
2.38,22.108,18.513,7.627,558.230,79.672,2976.156,47844.3,58839.550,49.846,98.066,487.9,153.51
2.38,22.126,18.520,7.627,558.230,79.738,2977.382,47864.0,58835.627,49.846,98.059,488.1,153.51
2.38,22.145,18.528,7.627,558.230,79.804,2978.608,47883.8,58831.703,49.846,98.053,488.3,153.51
2.38,22.163,18.536,7.627,558.230,79.870,2979.834,47903.5,58827.779,49.846,98.046,488.6,153.51
2.38,22.182,18.543,7.626,558.230,79.935,2981.061,47923.2,58823.855,49.846,98.040,488.8,153.51
2.38,22.200,18.551,7.626,558.230,80.001,2982.287,47942.9,58819.929,49.845,98.033,489.0,153.51
2.38,22.219,18.559,7.626,558.230,80.067,2983.513,47962.6,58816.004,49.845,98.027,489.3,153.51
2.38,22.237,18.566,7.626,558.230,80.133,2984.739,47982.3,58812.078,49.845,98.020,489.5,153.51
2.39,22.256,18.574,7.626,558.230,80.199,2985.965,48002.0,58808.151,49.845,98.014,489.7,153.51
2.39,22.275,18.581,7.625,558.230,80.264,2987.190,48021.7,58804.224,49.845,98.007,490.0,153.51
2.39,22.293,18.589,7.625,558.230,80.330,2988.416,48041.4,58800.296,49.845,98.000,490.2,153.51
2.39,22.312,18.597,7.625,558.230,80.396,2989.642,48061.1,58796.368,49.845,97.994,490.5,153.51
2.39,22.330,18.604,7.625,558.230,80.462,2990.868,48080.8,58792.439,49.844,97.987,490.7,153.51
2.39,22.349,18.612,7.625,558.230,80.528,2992.094,48100.5,58788.510,49.844,97.981,490.9,153.51
2.39,22.368,18.620,7.624,558.230,80.594,2993.320,48120.3,58784.580,49.844,97.974,491.2,153.51
2.39,22.386,18.627,7.624,558.230,80.660,2994.545,48140.0,58780.650,49.844,97.968,491.4,153.51
2.39,22.405,18.635,7.624,558.230,80.726,2995.771,48159.7,58776.719,49.844,97.961,491.6,153.51
2.39,22.423,18.642,7.624,558.230,80.792,2996.997,48179.4,58772.788,49.844,97.955,491.9,153.51
2.40,22.442,18.650,7.624,558.230,80.858,2998.222,48199.1,58768.856,49.844,97.948,492.1,153.51
2.40,22.461,18.658,7.623,558.230,80.924,2999.448,48218.8,58764.924,49.843,97.942,492.3,153.51
2.40,22.479,18.665,7.623,558.230,80.991,3000.673,48238.5,58760.991,49.843,97.935,492.6,153.51
2.40,22.498,18.673,7.623,558.230,81.057,3001.899,48258.2,58757.057,49.843,97.928,492.8,153.51
2.40,22.517,18.680,7.623,558.230,81.123,3003.125,48277.9,58753.124,49.843,97.922,493.0,153.51
2.40,22.535,18.688,7.623,558.230,81.189,3004.350,48297.6,58749.189,49.843,97.915,493.3,153.51
2.40,22.554,18.696,7.622,558.230,81.255,3005.575,48317.3,58745.255,49.843,97.909,493.5,153.51
2.40,22.573,18.703,7.622,558.230,81.322,3006.801,48337.0,58741.319,49.843,97.902,493.7,153.51
2.40,22.592,18.711,7.622,558.230,81.388,3008.026,48356.7,58737.383,49.843,97.896,494.0,153.51
2.40,22.610,18.719,7.622,558.230,81.454,3009.252,48376.4,58733.447,49.842,97.889,494.2,153.51
2.41,22.629,18.726,7.622,558.230,81.521,3010.477,48396.1,58729.510,49.842,97.883,494.4,153.51
2.41,22.648,18.734,7.621,558.230,81.587,3011.702,48415.8,58725.573,49.842,97.876,494.7,153.51
2.41,22.666,18.741,7.621,558.230,81.653,3012.927,48435.5,58721.635,49.842,97.869,494.9,153.51
2.41,22.685,18.749,7.621,558.230,81.720,3014.153,48455.2,58717.696,49.842,97.863,495.1,153.51
2.41,22.704,18.757,7.621,558.230,81.786,3015.378,48474.9,58713.757,49.842,97.856,495.4,153.51
2.41,22.723,18.764,7.621,558.230,81.853,3016.603,48494.6,58709.818,49.842,97.850,495.6,153.51
2.41,22.741,18.772,7.620,558.230,81.919,3017.828,48514.2,58705.878,49.841,97.843,495.8,153.51
2.41,22.760,18.780,7.620,558.230,81.986,3019.053,48533.9,58701.938,49.841,97.837,496.1,153.51
2.41,22.779,18.787,7.620,558.230,82.052,3020.278,48553.6,58697.997,49.841,97.830,496.3,153.51
2.41,22.798,18.795,7.620,558.230,82.119,3021.503,48573.3,58694.055,49.841,97.823,496.5,153.51
2.42,22.817,18.802,7.620,558.230,82.186,3022.728,48593.0,58690.113,49.841,97.817,496.8,153.51
2.42,22.835,18.810,7.619,558.230,82.252,3023.953,48612.7,58686.171,49.841,97.810,497.0,153.51
2.42,22.854,18.818,7.619,558.230,82.319,3025.178,48632.4,58682.228,49.841,97.804,497.2,153.51
2.42,22.873,18.825,7.619,558.230,82.385,3026.403,48652.1,58678.284,49.840,97.797,497.5,153.51
2.42,22.892,18.833,7.619,558.230,82.452,3027.628,48671.8,58674.340,49.840,97.791,497.7,153.51
2.42,22.911,18.841,7.619,558.230,82.519,3028.853,48691.5,58670.396,49.840,97.784,497.9,153.51
2.42,22.929,18.848,7.618,558.230,82.586,3030.077,48711.2,58666.451,49.840,97.777,498.2,153.51
2.42,22.948,18.856,7.618,558.230,82.652,3031.302,48730.9,58662.505,49.840,97.771,498.4,153.51
2.42,22.967,18.863,7.618,558.230,82.719,3032.527,48750.5,58658.559,49.840,97.764,498.7,153.51
2.42,22.986,18.871,7.618,558.230,82.786,3033.751,48770.2,58654.612,49.840,97.758,498.9,153.51
2.43,23.005,18.879,7.618,558.230,82.853,3034.976,48789.9,58650.665,49.839,97.751,499.1,153.51
2.43,23.024,18.886,7.617,558.230,82.920,3036.201,48809.6,58646.718,49.839,97.745,499.4,153.51
2.43,23.043,18.894,7.617,558.230,82.987,3037.425,48829.3,58642.769,49.839,97.738,499.6,153.51
2.43,23.062,18.901,7.617,558.230,83.054,3038.650,48849.0,58638.821,49.839,97.731,499.8,153.51
2.43,23.080,18.909,7.617,558.230,83.121,3039.874,48868.7,58634.872,49.839,97.725,500.1,153.51
2.43,23.099,18.917,7.617,558.230,83.188,3041.099,48888.3,58631.030,49.839,97.718,500.3,153.51
2.43,23.118,18.924,7.616,558.230,83.255,3042.323,48908.0,58627.488,49.839,97.712,500.5,153.51
2.43,23.137,18.932,7.616,558.230,83.322,3043.548,48927.7,58623.986,49.838,97.707,500.8,153.51
2.43,23.156,18.940,7.616,558.230,83.389,3044.772,48947.4,58620.487,49.838,97.701,501.0,153.51
2.43,23.175,18.947,7.616,558.230,83.456,3045.997,48967.1,58616.989,49.838,97.695,501.2,153.51
2.44,23.194,18.955,7.616,558.230,83.523,3047.221,48986.8,58613.491,49.838,97.689,501.5,153.51
2.44,23.213,18.962,7.615,558.230,83.590,3048.445,49006.4,58609.992,49.838,97.683,501.7,153.51
2.44,23.232,18.970,7.615,558.230,83.657,3049.669,49026.1,58606.493,49.838,97.677,501.9,153.51
2.44,23.251,18.978,7.615,558.230,83.724,3050.894,49045.8,58602.994,49.838,97.672,502.1,153.51
2.44,23.270,18.985,7.615,558.230,83.791,3052.118,49065.5,58599.494,49.838,97.666,502.4,153.51
2.44,23.289,18.993,7.615,558.230,83.859,3053.342,49085.2,58595.994,49.837,97.660,502.6,153.51
2.44,23.308,19.000,7.614,558.230,83.926,3054.566,49104.8,58592.493,49.837,97.654,502.8,153.51
2.44,23.327,19.008,7.614,558.230,83.993,3055.790,49124.5,58588.992,49.837,97.648,503.1,153.51
2.44,23.346,19.016,7.614,558.230,84.061,3057.014,49144.2,58585.491,49.837,97.642,503.3,153.51
2.44,23.365,19.023,7.614,558.230,84.128,3058.238,49163.9,58581.989,49.837,97.637,503.5,153.51
2.45,23.384,19.031,7.613,558.230,84.195,3059.462,49183.6,58578.487,49.837,97.631,503.8,153.51
2.45,23.403,19.039,7.613,558.230,84.263,3060.686,49203.2,58574.985,49.837,97.625,504.0,153.51
2.45,23.422,19.046,7.613,558.230,84.330,3061.910,49222.9,58571.482,49.836,97.619,504.2,153.51
2.45,23.441,19.054,7.613,558.230,84.397,3063.134,49242.6,58567.979,49.836,97.613,504.5,153.51
2.45,23.460,19.061,7.613,558.230,84.465,3064.358,49262.3,58564.475,49.836,97.607,504.7,153.51
2.45,23.479,19.069,7.612,558.230,84.532,3065.582,49281.9,58560.971,49.836,97.602,504.9,153.51
2.45,23.498,19.077,7.612,558.230,84.600,3066.806,49301.6,58557.466,49.836,97.596,505.2,153.51
2.45,23.517,19.084,7.612,558.230,84.667,3068.029,49321.3,58553.962,49.836,97.590,505.4,153.51
2.45,23.536,19.092,7.612,558.230,84.735,3069.253,49341.0,58550.456,49.836,97.584,505.6,153.51
2.45,23.555,19.099,7.612,558.230,84.803,3070.477,49360.6,58546.951,49.835,97.578,505.9,153.51
2.46,23.575,19.107,7.611,558.230,84.870,3071.701,49380.3,58543.445,49.835,97.572,506.1,153.51
2.46,23.594,19.115,7.611,558.230,84.938,3072.924,49400.0,58539.938,49.835,97.567,506.3,153.51
2.46,23.613,19.122,7.611,558.230,85.005,3074.148,49419.6,58536.432,49.835,97.561,506.6,153.51
2.46,23.632,19.130,7.611,558.230,85.073,3075.371,49439.3,58532.924,49.835,97.555,506.8,153.51
2.46,23.651,19.138,7.611,558.230,85.141,3076.595,49459.0,58529.417,49.835,97.549,507.0,153.51
2.46,23.670,19.145,7.610,558.230,85.209,3077.818,49478.6,58525.909,49.835,97.543,507.2,153.51
2.46,23.689,19.153,7.610,558.230,85.276,3079.042,49498.3,58522.401,49.834,97.537,507.5,153.51
2.46,23.708,19.160,7.610,558.230,85.344,3080.265,49518.0,58518.892,49.834,97.531,507.7,153.51
2.46,23.728,19.168,7.610,558.230,85.412,3081.489,49537.6,58515.383,49.834,97.526,507.9,153.51
2.46,23.747,19.176,7.610,558.230,85.480,3082.712,49557.3,58511.873,49.834,97.520,508.2,153.51
2.47,23.766,19.183,7.609,558.230,85.548,3083.935,49577.0,58508.363,49.834,97.514,508.4,153.51
2.47,23.785,19.191,7.609,558.230,85.615,3085.159,49596.6,58504.853,49.834,97.508,508.6,153.51
2.47,23.804,19.198,7.609,558.230,85.683,3086.382,49616.3,58501.342,49.834,97.502,508.9,153.51
2.47,23.824,19.206,7.609,558.230,85.751,3087.605,49636.0,58497.831,49.833,97.496,509.1,153.51
2.47,23.843,19.214,7.609,558.230,85.819,3088.828,49655.6,58494.320,49.833,97.491,509.3,153.51
2.47,23.862,19.221,7.608,558.230,85.887,3090.052,49675.3,58490.808,49.833,97.485,509.6,153.51
2.47,23.881,19.229,7.608,558.230,85.955,3091.275,49695.0,58487.296,49.833,97.479,509.8,153.51
2.47,23.900,19.236,7.608,558.230,86.023,3092.498,49714.6,58483.783,49.833,97.473,510.0,153.51
2.47,23.920,19.244,7.608,558.230,86.091,3093.721,49734.3,58480.270,49.833,97.467,510.3,153.51
2.47,23.939,19.252,7.608,558.230,86.159,3094.944,49754.0,58476.757,49.833,97.461,510.5,153.51
2.48,23.958,19.259,7.607,558.230,86.227,3096.167,49773.6,58473.243,49.832,97.455,510.7,153.51
2.48,23.977,19.267,7.607,558.230,86.296,3097.390,49793.3,58469.729,49.832,97.450,511.0,153.51
2.48,23.997,19.274,7.607,558.230,86.364,3098.613,49812.9,58466.214,49.832,97.444,511.2,153.51
2.48,24.016,19.282,7.607,558.230,86.432,3099.836,49832.6,58462.699,49.832,97.438,511.4,153.51
2.48,24.035,19.290,7.606,558.230,86.500,3101.059,49852.3,58459.184,49.832,97.432,511.7,153.51
2.48,24.055,19.297,7.606,558.230,86.568,3102.281,49871.9,58455.668,49.832,97.426,511.9,153.51
2.48,24.074,19.305,7.606,558.230,86.637,3103.504,49891.6,58452.152,49.832,97.420,512.1,153.51
2.48,24.093,19.312,7.606,558.230,86.705,3104.727,49911.2,58448.636,49.831,97.414,512.4,153.51
2.48,24.112,19.320,7.606,558.230,86.773,3105.950,49930.9,58445.119,49.831,97.409,512.6,153.51
2.48,24.132,19.328,7.605,558.230,86.842,3107.172,49950.5,58441.601,49.831,97.403,512.8,153.51
2.49,24.151,19.335,7.605,558.230,86.910,3108.395,49970.2,58438.084,49.831,97.397,513.1,153.51
2.49,24.170,19.343,7.605,558.230,86.978,3109.618,49989.8,58434.565,49.831,97.391,513.3,153.51
2.49,24.190,19.351,7.605,558.230,87.047,3110.840,50009.5,58431.047,49.831,97.385,513.5,153.51
2.49,24.209,19.358,7.605,558.230,87.115,3112.063,50029.2,58427.528,49.831,97.379,513.8,153.51
2.49,24.228,19.366,7.604,558.230,87.184,3113.285,50048.8,58424.009,49.830,97.373,514.0,153.51
2.49,24.248,19.373,7.604,558.230,87.252,3114.508,50068.5,58420.489,49.830,97.367,514.2,153.51
2.49,24.267,19.381,7.604,558.230,87.321,3115.730,50088.1,58416.969,49.830,97.362,514.5,153.51
2.49,24.287,19.389,7.604,558.230,87.389,3116.953,50107.8,58413.449,49.830,97.356,514.7,153.51
2.49,24.306,19.396,7.604,558.230,87.458,3118.175,50127.4,58409.928,49.830,97.350,514.9,153.51
2.49,24.325,19.404,7.603,558.230,87.526,3119.398,50147.1,58406.407,49.830,97.344,515.2,153.51
2.50,24.345,19.411,7.603,558.230,87.595,3120.620,50166.7,58402.885,49.830,97.338,515.4,153.51
2.50,24.364,19.419,7.603,558.230,87.664,3121.842,50186.4,58399.363,49.829,97.332,515.6,153.51
